ens_gene,ext_gene,target_id,b,se_b,qval,genotype,sorter,code
WBGene00009677,NA,F44A6.5,-0.823782653,0.309595513,0.085347126,daf-18,2,b
WBGene00009722,NA,F45D3.2,0.536200264,0.17337367,0.031595048,daf-18,2,b
WBGene00009724,NA,F45D3.4,0.629612918,0.153795261,0.001496209,daf-18,2,b
WBGene00009738,hecw-1,F45H7.6,-0.42063852,0.160387102,0.09265188,daf-18,2,b
WBGene00009796,NA,F46G10.1,-0.549468142,0.161900416,0.013907635,daf-18,2,b
WBGene00009835,NA,F47H4.2,-1.003280362,0.343111238,0.048293066,daf-18,2,b
WBGene00009840,fbxa-189,F47H4.9,-0.793553645,0.261917329,0.037564751,daf-18,2,b
WBGene00009854,clec-31,F49A5.2,1.542215004,0.285063421,5.51E-06,daf-18,2,b
WBGene00009857,clec-28,F49A5.5,1.180285137,0.302044607,0.002861105,daf-18,2,b
WBGene00009859,clec-33,F49A5.7,1.284157773,0.474136568,0.077849881,daf-18,2,b
WBGene00009899,efl-3,F49E12.6,1.191885562,0.183936887,1.57E-08,daf-18,2,b
WBGene00009904,NA,F49E12.12,1.027983352,0.366486765,0.063566523,daf-18,2,b
WBGene00009908,NA,F49H6.5,2.076295561,0.313929685,6.97E-09,daf-18,2,b
WBGene00009948,NA,F52H3.6,-1.326763075,0.3123473,8.47E-04,daf-18,2,b
WBGene00009955,eak-4,F53B2.3,-1.025231718,0.301127702,0.013474721,daf-18,2,b
WBGene00009957,NA,F53B2.8,-0.4996893,0.178139698,0.063566523,daf-18,2,b
WBGene00009969,NA,F53B7.7,0.922674304,0.252645766,0.006354854,daf-18,2,b
WBGene00009980,NA,F53F1.2,0.689731736,0.238426976,0.051954233,daf-18,2,b
WBGene00009984,NA,F53F1.6,1.807759455,0.28619296,4.18E-08,daf-18,2,b
WBGene00010001,NA,F53F8.4,-0.857142272,0.198710002,6.71E-04,daf-18,2,b
WBGene00010018,fbxa-69,F54B8.3,-1.193132055,0.241066627,4.66E-05,daf-18,2,b
WBGene00010023,srbc-51,F54B8.9,-1.451714262,0.536997164,0.07860485,daf-18,2,b
WBGene00010033,NA,F54B11.10,3.007440635,1.022390879,0.046484673,daf-18,2,b
WBGene00010034,NA,F54B11.11,2.190732056,0.347017928,4.19E-08,daf-18,2,b
WBGene00010047,NA,F54D1.6,-0.392557643,0.146041192,0.080751669,daf-18,2,b
WBGene00010051,NA,F54D5.5,1.446537542,0.263741642,3.86E-06,daf-18,2,b
WBGene00010055,NA,F54D5.12,-0.602123283,0.167465009,0.007604975,daf-18,2,b
WBGene00010061,NA,F54E12.2,0.695755843,0.208077142,0.016120345,daf-18,2,b
WBGene00010070,nep-17,F54F11.2,-0.752551931,0.290337298,0.09860404,daf-18,2,b
WBGene00010072,NA,F54F12.1,-0.916127725,0.237850948,0.003422596,daf-18,2,b
WBGene00010080,NA,F55A11.7,0.72784849,0.270914859,0.080792187,daf-18,2,b
WBGene00010086,NA,F55B11.4,-0.51615241,0.193006853,0.082990896,daf-18,2,b
WBGene00010093,capg-2,F55C5.4,0.740750966,0.239213716,0.031220043,daf-18,2,b
WBGene00010116,cest-13,F55F3.2,1.111804434,0.302213982,0.005909096,daf-18,2,b
WBGene00010133,NA,F55H12.2,0.725054564,0.253804156,0.056144666,daf-18,2,b
WBGene00010150,NA,F56D5.6,-0.556654554,0.146578143,0.004099048,daf-18,2,b
WBGene00010200,NA,F57C7.4,-0.536921676,0.199849349,0.080792187,daf-18,2,b
WBGene00010202,NA,F57E7.1,2.093549614,0.326585944,2.40E-08,daf-18,2,b
WBGene00010203,NA,F57E7.2,4.432911094,0.428609418,8.32E-22,daf-18,2,b
WBGene00010241,NA,F58D2.2,-2.042185032,0.59652983,0.012752625,daf-18,2,b
WBGene00010256,hrg-3,F58E6.7,1.698131266,0.421118287,0.001857313,daf-18,2,b
WBGene00010262,droe-4,F58E10.7,0.891385769,0.164203235,5.00E-06,daf-18,2,b
WBGene00010263,wago-4,F58G1.1,0.953010349,0.285189076,0.016218992,daf-18,2,b
WBGene00010337,serp-1.1,F59F4.2,0.449561798,0.165153164,0.07558795,daf-18,2,b
WBGene00010348,NA,H01G02.1,-0.858377738,0.256517465,0.015994939,daf-18,2,b
WBGene00010351,cbd-1,H02I12.1,1.168405099,0.310285335,0.004524813,daf-18,2,b
WBGene00010357,NA,H03A11.2,-1.124582415,0.1922708,5.55E-07,daf-18,2,b
WBGene00010368,NA,H06A10.1,-1.32242915,0.483371961,0.073727573,daf-18,2,b
WBGene00010396,NA,H13N06.2,1.295396082,0.494471331,0.093101159,daf-18,2,b
WBGene00010399,clec-13,H16D19.1,-1.146403544,0.320947991,0.008167522,daf-18,2,b
WBGene00010408,mboa-2,H19N07.4,-0.736633887,0.190344429,0.003194394,daf-18,2,b
WBGene00010468,NA,K01D12.9,-1.767709632,0.682968849,0.099304102,daf-18,2,b
WBGene00010473,hrg-2,K01D12.14,1.677382599,0.526360352,0.025103013,daf-18,2,b
WBGene00010513,NA,K02E11.4,0.69675106,0.248478362,0.063566523,daf-18,2,b
WBGene00010515,NA,K02E11.6,0.85030689,0.284633259,0.041668961,daf-18,2,b
WBGene00010516,NA,K02E11.7,1.426657186,0.386585186,0.005707686,daf-18,2,b
WBGene00010522,NA,K03A11.5,-0.531000178,0.175324422,0.037664298,daf-18,2,b
WBGene00010541,ttr-1,K03H1.6,1.089218411,0.241612504,3.07E-04,daf-18,2,b
WBGene00010545,cbp-2,K03H1.10,0.544352029,0.174011756,0.029120436,daf-18,2,b
WBGene00010593,gsnl-1,K06A4.3,-0.934101601,0.188234578,4.37E-05,daf-18,2,b
WBGene00010609,dut-1,K07A1.2,0.885670566,0.235005021,0.004476431,daf-18,2,b
WBGene00010621,egg-6,K07A12.2,0.871248434,0.272877444,0.024718568,daf-18,2,b
WBGene00010677,gtbp-1,K08F4.2,0.488089675,0.167791358,0.05003193,daf-18,2,b
WBGene00010678,NA,K08F4.3,1.084900953,0.355648109,0.035514034,daf-18,2,b
WBGene00010685,aipl-1,K08F9.2,0.647181436,0.203455562,0.025515485,daf-18,2,b
WBGene00010746,NA,K10D11.2,2.067449067,0.700227681,0.045348514,daf-18,2,b
WBGene00010749,NA,K10D11.5,0.940219276,0.29778423,0.02728332,daf-18,2,b
WBGene00010759,cysl-2,K10H10.2,-0.851915439,0.253689561,0.015460388,daf-18,2,b
WBGene00010762,NA,K10H10.6,-1.929534188,0.656173689,0.046498689,daf-18,2,b
WBGene00010780,NA,K11H3.3,-0.441346679,0.153148199,0.053047511,daf-18,2,b
WBGene00010785,top-2,K12D12.1,0.770599572,0.183586158,0.001020275,daf-18,2,b
WBGene00010789,sulp-5,K12G11.2,-0.899978957,0.23043283,0.002879455,daf-18,2,b
WBGene00010810,NA,M01F1.4,-0.739989346,0.160669024,2.07E-04,daf-18,2,b
WBGene00010835,NA,M03B6.3,2.57145704,0.691894523,0.005275145,daf-18,2,b
WBGene00010872,NA,M05B5.4,0.784338174,0.182089146,6.86E-04,daf-18,2,b
WBGene00010895,NA,M28.4,-1.428757547,0.551783268,0.09913249,daf-18,2,b
WBGene00010923,rle-1,M142.6,-0.505846193,0.148959124,0.013837307,daf-18,2,b
WBGene00010925,NA,M153.2,0.929988873,0.214533895,6.23E-04,daf-18,2,b
WBGene00010945,chil-13,M176.8,-0.566099058,0.202835127,0.065108963,daf-18,2,b
WBGene00010955,NA,M199.7,-2.520949386,0.577347701,5.51E-04,daf-18,2,b
WBGene00011018,NA,R05A10.1,-0.698909321,0.21312865,0.019695793,daf-18,2,b
WBGene00011021,NA,R05A10.4,-1.147183431,0.284985657,0.001890318,daf-18,2,b
WBGene00011038,NA,R05H5.3,1.064025843,0.239755647,4.13E-04,daf-18,2,b
WBGene00011042,NA,R05H10.1,-1.135708198,0.270889261,0.001040189,daf-18,2,b
WBGene00011052,arrd-11,R06B9.1,-2.376533433,0.373208974,3.10E-08,daf-18,2,b
WBGene00011059,NA,R06C1.4,0.44714155,0.149768992,0.041793597,daf-18,2,b
WBGene00011089,kmo-1,R07B7.5,-0.601064484,0.227825794,0.089641116,daf-18,2,b
WBGene00011106,acl-5,R07E3.5,-0.657042445,0.205806264,0.024718568,daf-18,2,b
WBGene00011124,sdz-27,R07H5.4,-1.419530991,0.455927235,0.03007374,daf-18,2,b
WBGene00011155,rbm-3.1,R09B3.2,2.172660873,0.275491689,1.24E-12,daf-18,2,b
WBGene00011156,rbm-3.2,R09B3.3,1.146336378,0.15103197,1.02E-11,daf-18,2,b
WBGene00011161,chil-18,R09D1.5,1.911674511,0.453659245,9.66E-04,daf-18,2,b
WBGene00011226,slc-25A21,R11.1,-0.61375169,0.195818741,0.028689506,daf-18,2,b
WBGene00011232,pck-2,R11A5.4,-0.879466378,0.150789786,6.04E-07,daf-18,2,b
WBGene00011234,NA,R11A5.6,-1.281818241,0.462422025,0.06799545,daf-18,2,b
WBGene00011262,pho-8,R13H4.3,0.880409664,0.268263715,0.019550649,daf-18,2,b
WBGene00011266,NA,R13H4.8,-1.394610181,0.404017354,0.011830777,daf-18,2,b
WBGene00011270,NA,R31.2,-0.46161838,0.143718847,0.023655966,daf-18,2,b
WBGene00011272,dtmk-1,R53.2,1.041967905,0.397100419,0.092418157,daf-18,2,b
WBGene00011274,NA,R53.5,-0.782639288,0.190530217,0.00142291,daf-18,2,b
WBGene00011307,mpst-7,R186.6,1.704952607,0.451297121,0.004371705,daf-18,2,b
WBGene00011309,NA,R186.8,0.835617227,0.319861306,0.094291873,daf-18,2,b
WBGene00011313,NA,T01B7.8,-1.446212333,0.452417138,0.024521467,daf-18,2,b
WBGene00011318,cdt-2,T01C3.1,0.729076838,0.231011405,0.027347429,daf-18,2,b
WBGene00011324,hrde-2,T01C3.9,0.630420229,0.230019325,0.072816328,daf-18,2,b
WBGene00011328,NA,T01D3.3,-0.664314116,0.189423173,0.010098609,daf-18,2,b
WBGene00011362,cest-1.1,T02B5.1,-2.906793733,0.990611749,0.047216414,daf-18,2,b
WBGene00011376,gla-3,T02E1.3,0.842170775,0.319682228,0.090199654,daf-18,2,b
WBGene00011397,NA,T03E6.8,-0.721226885,0.166599887,6.36E-04,daf-18,2,b
WBGene00011398,qdpr-1,T03F6.1,0.429301651,0.150536272,0.056770108,daf-18,2,b
WBGene00011400,NA,T03F6.4,-0.723513093,0.212776136,0.01363148,daf-18,2,b
WBGene00011401,NA,T03F6.6,-1.74911276,0.439073352,0.002205422,daf-18,2,b
WBGene00011404,NA,T03F7.7,-0.74273478,0.231961927,0.024328652,daf-18,2,b
WBGene00011407,ppat-1,T04A8.5,-0.744661082,0.252686532,0.045813694,daf-18,2,b
WBGene00011416,NA,T04A11.1,-0.540508793,0.189675935,0.05701343,daf-18,2,b
WBGene00011417,NA,T04A11.2,-0.97980051,0.287856219,0.013498375,daf-18,2,b
WBGene00011419,NA,T04A11.4,-0.538149966,0.194083139,0.067994815,daf-18,2,b
WBGene00011420,NA,T04A11.5,-1.033685317,0.298512912,0.01151038,daf-18,2,b
WBGene00011436,NA,T04F3.1,-0.577620966,0.165136603,0.010317576,daf-18,2,b
WBGene00011449,NA,T04H1.2,-0.404236334,0.135420213,0.041818603,daf-18,2,b
WBGene00011453,ugt-56,T04H1.8,-0.845319692,0.282403262,0.041116177,daf-18,2,b
WBGene00011464,NA,T05B9.1,0.820856709,0.294072531,0.06508158,daf-18,2,b
WBGene00011468,NA,T05C12.4,-1.448477589,0.49886807,0.050709375,daf-18,2,b
WBGene00011489,NA,T05F1.2,0.809682869,0.297913766,0.076370134,daf-18,2,b
WBGene00011494,NA,T05F1.9,0.912723226,0.281688987,0.021902376,daf-18,2,b
WBGene00011495,NA,T05F1.11,-0.658448793,0.153523186,7.27E-04,daf-18,2,b
WBGene00011532,chaf-1,T06D10.2,1.080411968,0.274309121,0.002585554,daf-18,2,b
WBGene00011539,fbxa-135,T06E6.5,-1.790197957,0.398225573,3.25E-04,daf-18,2,b
WBGene00011548,NA,T06G6.6,3.592297135,1.098551215,0.020144068,daf-18,2,b
WBGene00011554,NA,T07A5.1,2.022656836,0.557402993,0.006873018,daf-18,2,b
WBGene00011560,NA,T07C4.3,0.588519242,0.19386175,0.03694329,daf-18,2,b
WBGene00011571,ttr-46,T07C12.7,-0.759081667,0.200509209,0.004260424,daf-18,2,b
WBGene00011584,clec-15,T07D10.4,-1.100904404,0.314496594,0.010263901,daf-18,2,b
WBGene00011591,NA,T07F10.5,-1.462271673,0.554369834,0.089719621,daf-18,2,b
WBGene00011596,NA,T07G12.5,-1.101044918,0.269692397,0.001562995,daf-18,2,b
WBGene00011613,NA,T08D2.8,-0.693944548,0.25830264,0.080792187,daf-18,2,b
WBGene00011620,NA,T08G3.11,4.551326988,0.520164287,1.31E-15,daf-18,2,b
WBGene00011629,NA,T08G11.1,-0.677754091,0.127172433,8.05E-06,daf-18,2,b
WBGene00011639,ztf-17,T09A5.12,-0.499784619,0.155905944,0.024075389,daf-18,2,b
WBGene00011675,cyp-13A3,T10B9.5,-1.502144902,0.463132772,0.021744522,daf-18,2,b
WBGene00011677,cyp-13A1,T10B9.8,2.143348291,0.272999044,1.55E-12,daf-18,2,b
WBGene00011692,NA,T10G3.1,-0.59876156,0.163683613,0.006228774,daf-18,2,b
WBGene00011698,cyp-34A1,T10H4.10,1.50325424,0.330861589,2.68E-04,daf-18,2,b
WBGene00011707,NA,T11B7.2,1.054234775,0.382353162,0.070494176,daf-18,2,b
WBGene00011713,NA,T11F9.12,0.780097952,0.17918737,5.79E-04,daf-18,2,b
WBGene00011726,lpr-2,T12A7.5,-0.53872596,0.167042566,0.022834747,daf-18,2,b
WBGene00011733,NA,T12D8.5,-1.093484728,0.220214734,4.34E-05,daf-18,2,b
WBGene00011744,NA,T13F2.4,1.362638287,0.365004677,0.004973303,daf-18,2,b
WBGene00011746,NA,T13F2.6,0.870595256,0.227734955,0.003781482,daf-18,2,b
WBGene00011763,NA,T14B1.1,-0.858351071,0.161251698,8.28E-06,daf-18,2,b
WBGene00011798,NA,T16G1.4,0.607185691,0.1694191,0.007900242,daf-18,2,b
WBGene00011803,NA,T16G12.1,0.917243546,0.178169584,1.91E-05,daf-18,2,b
WBGene00011817,NA,T16H12.9,-0.499616449,0.193204541,0.099473743,daf-18,2,b
WBGene00011832,bgal-1,T19B10.3,-0.816984023,0.199141433,0.001448014,daf-18,2,b
WBGene00011833,NA,T19B10.5,1.015028276,0.32561168,0.029906183,daf-18,2,b
WBGene00011839,NA,T19C4.5,0.608640794,0.211144754,0.052969963,daf-18,2,b
WBGene00011884,enol-1,T21B10.2,-0.475338933,0.129530166,0.006001384,daf-18,2,b
WBGene00011908,pash-1,T22A3.5,0.794933175,0.274822201,0.051954233,daf-18,2,b
WBGene00011931,srsx-19,T22G5.4,-1.518431705,0.297305495,2.29E-05,daf-18,2,b
WBGene00011945,alg-5,T23D8.7,0.798767962,0.268053099,0.042445,daf-18,2,b
WBGene00011980,NA,T24B8.7,-0.400188024,0.14965996,0.082999646,daf-18,2,b
WBGene00012023,clec-34,T25E12.8,1.204211021,0.353297186,0.013322758,daf-18,2,b
WBGene00012031,gpdh-3,T25G3.4,-0.345542708,0.122388511,0.060879935,daf-18,2,b
WBGene00012035,NA,T26C5.5,0.795444704,0.265978997,0.041269289,daf-18,2,b
WBGene00012045,NA,T26E4.3,1.317890633,0.477195676,0.069730383,daf-18,2,b
WBGene00012049,NA,T26E4.7,3.072053104,0.89257529,0.012174546,daf-18,2,b
WBGene00012110,NA,T28A8.4,1.057467004,0.350003401,0.03835304,daf-18,2,b
WBGene00012139,NA,T28F4.4,-0.43446704,0.155045421,0.063631858,daf-18,2,b
WBGene00012140,NA,T28F4.5,-0.780030405,0.238038318,0.019780758,daf-18,2,b
WBGene00012143,NA,T28H10.2,0.838437586,0.31119217,0.079609835,daf-18,2,b
WBGene00012149,NA,VF13D12L.3,-0.754834509,0.191775434,0.002602894,daf-18,2,b
WBGene00012156,ebp-2,VW02B12L.3,0.496239216,0.191803667,0.099423095,daf-18,2,b
WBGene00012162,sek-6,VZC374L.1,-0.930412789,0.259946493,0.008017604,daf-18,2,b
WBGene00012179,NA,W01D2.1,0.696563731,0.204058087,0.013095814,daf-18,2,b
WBGene00012201,NA,W02B12.1,1.372108483,0.23971633,1.11E-06,daf-18,2,b
WBGene00012236,NA,W04A8.1,1.154136051,0.30093925,0.003638585,daf-18,2,b
WBGene00012276,his-74,W05B10.1,1.13855869,0.241081353,1.31E-04,daf-18,2,b
WBGene00012308,oac-53,W06G6.1,1.529603884,0.513639696,0.042625971,daf-18,2,b
WBGene00012322,NA,W07A12.4,0.848200302,0.283037159,0.040733134,daf-18,2,b
WBGene00012326,NA,W07E11.1,-0.916811869,0.194273799,1.32E-04,daf-18,2,b
WBGene00012362,NA,W09D10.4,-0.405409658,0.132115794,0.03378836,daf-18,2,b
WBGene00012381,NA,Y2H9A.4,-0.946253644,0.200721431,1.34E-04,daf-18,2,b
WBGene00012389,NA,Y6B3B.4,-0.56535656,0.20610582,0.072545908,daf-18,2,b
WBGene00012398,NA,Y6E2A.4,-0.944165254,0.304141969,0.030747168,daf-18,2,b
WBGene00012404,NA,Y6G8.2,-1.464180139,0.223669041,1.02E-08,daf-18,2,b
WBGene00012452,NA,Y17D7B.4,-0.471827521,0.17006235,0.067705566,daf-18,2,b
WBGene00012470,NA,Y17G7B.19,-2.154233161,0.830171945,0.098253304,daf-18,2,b
WBGene00012487,NA,Y18D10A.23,0.925127057,0.353680602,0.09387324,daf-18,2,b
WBGene00012491,NA,Y20C6A.1,-0.822018421,0.204924878,0.001981934,daf-18,2,b
WBGene00012492,fbxb-7,Y20C6A.2,-1.090510866,0.342001785,0.024996368,daf-18,2,b
WBGene00012525,NA,Y32B12C.1,-1.157001287,0.248653616,1.72E-04,daf-18,2,b
WBGene00012531,NA,Y32F6B.1,-0.918302942,0.165429339,2.75E-06,daf-18,2,b
WBGene00012535,NA,Y37A1A.2,-1.471106693,0.520467107,0.060541287,daf-18,2,b
WBGene00012545,NA,Y37D8A.3,2.840096534,0.4062229,6.45E-10,daf-18,2,b
WBGene00012546,NA,Y37D8A.4,1.096153484,0.184390899,3.39E-07,daf-18,2,b
WBGene00012583,clec-4,Y38E10A.5,1.14159645,0.362433705,0.027806406,daf-18,2,b
WBGene00012591,nspe-1,Y38E10A.13,1.998475491,0.723859856,0.069829902,daf-18,2,b
WBGene00012592,NA,Y38E10A.14,1.355387757,0.349902282,0.003191981,daf-18,2,b
WBGene00012593,nspe-7,Y38E10A.15,2.205933879,0.404271728,4.38E-06,daf-18,2,b
WBGene00012604,nspe-2,Y38E10A.26,2.435523798,0.545874626,3.75E-04,daf-18,2,b
WBGene00012605,NA,Y38F1A.1,-1.197426686,0.4432042,0.078650878,daf-18,2,b
WBGene00012608,hphd-1,Y38F1A.6,-0.870391607,0.143998534,1.92E-07,daf-18,2,b
WBGene00012628,NA,Y38H6C.16,1.909805068,0.461759079,0.001280399,daf-18,2,b
WBGene00012642,NA,Y39A1A.2,-1.512025594,0.550993462,0.07250226,daf-18,2,b
WBGene00012648,NA,Y39A1A.9,1.33283545,0.261443818,2.38E-05,daf-18,2,b
WBGene00012650,orc-1,Y39A1A.12,0.882984686,0.243308788,0.006873018,daf-18,2,b
WBGene00012651,orc-4,Y39A1A.13,0.680992045,0.225576881,0.038540117,daf-18,2,b
WBGene00012663,hex-3,Y39A1C.4,-0.661780564,0.194474615,0.013522727,daf-18,2,b
WBGene00012682,asp-16,Y39B6A.23,3.169684732,0.648205957,6.08E-05,daf-18,2,b
WBGene00012683,asp-17,Y39B6A.24,2.17343879,0.792198467,0.072544066,daf-18,2,b
WBGene00012686,NA,Y39B6A.27,-1.204149584,0.397906359,0.037911414,daf-18,2,b
WBGene00012715,snpc-1.2,Y39E4B.2,0.802581826,0.287781178,0.065361492,daf-18,2,b
WBGene00012728,NA,Y39G8B.9,2.294523225,0.196562739,5.14E-28,daf-18,2,b
WBGene00012729,NA,Y39G8B.10,2.545262244,0.620054166,0.001436701,daf-18,2,b
WBGene00012747,NA,Y40H7A.10,1.035508555,0.326144579,0.025952379,daf-18,2,b
WBGene00012753,NA,Y41C4A.6,0.841012824,0.323175552,0.09642593,daf-18,2,b
WBGene00012770,srt-47,Y41E3.12,1.292373206,0.355634113,0.006781031,daf-18,2,b
WBGene00012778,NA,Y42A5A.3,0.55822815,0.196765371,0.058892605,daf-18,2,b
WBGene00012810,nceh-1,Y43F8A.3,-1.505414401,0.325372611,1.91E-04,daf-18,2,b
WBGene00012812,NA,Y43F8B.1,-0.688368924,0.220395616,0.029412507,daf-18,2,b
WBGene00012825,NA,Y43F8C.3,-1.25760218,0.152035012,6.26E-14,daf-18,2,b
WBGene00012826,dyf-19,Y43F8C.4,-1.262670181,0.230363621,3.91E-06,daf-18,2,b
WBGene00012879,fbxa-215,Y45F10C.3,1.023717447,0.335486493,0.035442841,daf-18,2,b
WBGene00012883,NA,Y45F10D.2,1.044613289,0.335264533,0.030007681,daf-18,2,b
WBGene00012886,NA,Y45F10D.6,-1.095137199,0.204164336,6.80E-06,daf-18,2,b
WBGene00012935,mcm-10,Y47D3A.28,0.659517078,0.255072401,0.099473743,daf-18,2,b
WBGene00012959,NA,Y47H10A.3,-1.549042901,0.353579992,5.23E-04,daf-18,2,b
WBGene00012961,NA,Y47H10A.5,0.929212415,0.333182776,0.065361492,daf-18,2,b
WBGene00012969,NA,Y48A6B.8,-1.03550595,0.263033687,0.00260036,daf-18,2,b
WBGene00012972,rsa-2,Y48A6B.11,0.875582249,0.205246682,7.93E-04,daf-18,2,b
WBGene00012987,NA,Y48C3A.3,-0.645893474,0.14886289,6.14E-04,daf-18,2,b
WBGene00013008,clec-146,Y48E1B.9,-0.532643806,0.201647927,0.089127109,daf-18,2,b
WBGene00013013,clec-145,Y48E1B.16,1.035807529,0.309509051,0.015994939,daf-18,2,b
WBGene00013030,NA,Y49E10.4,0.765378624,0.293554759,0.095588207,daf-18,2,b
WBGene00013037,NA,Y49E10.18,0.572230237,0.212666349,0.080222516,daf-18,2,b
WBGene00013038,ani-1,Y49E10.19,0.981332916,0.206070002,1.09E-04,daf-18,2,b
WBGene00013071,NA,Y51A2B.8,1.440008466,0.553868013,0.097042059,daf-18,2,b
WBGene00013073,hmit-1.1,Y51A2D.4,0.52360493,0.20026556,0.093910489,daf-18,2,b
WBGene00013077,ttr-24,Y51A2D.9,-0.633306553,0.168248315,0.004534615,daf-18,2,b
WBGene00013078,ttr-25,Y51A2D.10,-1.148162202,0.236180188,6.97E-05,daf-18,2,b
WBGene00013081,NA,Y51A2D.14,0.724394931,0.197593277,0.006056255,daf-18,2,b
WBGene00013101,NA,Y51H4A.5,0.776945177,0.281920636,0.070664681,daf-18,2,b
WBGene00013111,sta-1,Y51H4A.17,-0.818676594,0.152161995,6.36E-06,daf-18,2,b
WBGene00013150,pole-4,Y53F4B.3,1.337275789,0.257412884,1.52E-05,daf-18,2,b
WBGene00013164,NA,Y53F4B.18,-0.541715746,0.168432765,0.023461607,daf-18,2,b
WBGene00013169,NA,Y53F4B.23,-1.565168326,0.341385956,2.24E-04,daf-18,2,b
WBGene00013208,NA,Y54G9A.5,1.863709581,0.520901658,0.008035056,daf-18,2,b
WBGene00013209,bub-3,Y54G9A.6,0.511017399,0.169792624,0.039519082,daf-18,2,b
WBGene00013212,NA,Y54G11A.1,-0.769503434,0.24549883,0.028689506,daf-18,2,b
WBGene00013219,NA,Y54G11A.11,0.501472903,0.163315887,0.033673414,daf-18,2,b
WBGene00013238,trap-4,Y56A3A.21,0.700393909,0.222652362,0.028006955,daf-18,2,b
WBGene00013311,sec-61.A,Y57G11C.15,0.497898272,0.182987259,0.07573027,daf-18,2,b
WBGene00013326,anoh-2,Y57G11C.37,-0.448678812,0.164717827,0.075348684,daf-18,2,b
WBGene00013331,NA,Y57G11C.42,-1.359254505,0.51706412,0.09144047,daf-18,2,b
WBGene00013352,lon-8,Y59A8B.20,1.132079673,0.319883781,0.009092781,daf-18,2,b
WBGene00013379,NA,Y62E10A.13,-0.458057172,0.167508502,0.073962166,daf-18,2,b
WBGene00013388,NA,Y62F5A.10,1.196029711,0.455288667,0.091774053,daf-18,2,b
WBGene00013416,NA,Y64G10A.7,-0.405490343,0.151865103,0.083720912,daf-18,2,b
WBGene00013440,nrps-1,Y66D12A.14,-0.725926615,0.251932756,0.053054809,daf-18,2,b
WBGene00013485,NA,Y69H2.10,-1.512449418,0.221765572,1.89E-09,daf-18,2,b
WBGene00013489,col-42,Y69H2.14,-1.848498439,0.305072721,1.80E-07,daf-18,2,b
WBGene00013499,NA,Y70G10A.3,-0.565004286,0.170744053,0.017993137,daf-18,2,b
WBGene00013516,NA,Y73F4A.3,-0.936917951,0.262275843,0.008167522,daf-18,2,b
WBGene00013539,NA,Y73F8A.35,-1.20773015,0.301150157,0.001985275,daf-18,2,b
WBGene00013553,NA,Y75B8A.18,1.787583301,0.443556423,0.001863178,daf-18,2,b
WBGene00013574,lron-13,Y76A2B.2,-0.818002077,0.264948262,0.032064142,daf-18,2,b
WBGene00013577,NA,Y76A2B.5,-0.414733211,0.139115562,0.042303902,daf-18,2,b
WBGene00013633,NA,Y105C5A.8,-0.988732267,0.206360552,9.56E-05,daf-18,2,b
WBGene00013636,NA,Y105C5A.12,1.069128897,0.279117148,0.00369612,daf-18,2,b
WBGene00013637,NA,Y105C5A.13,0.950143403,0.297113954,0.024495581,daf-18,2,b
WBGene00013650,NA,Y105C5B.9,-0.569985163,0.211611368,0.079722955,daf-18,2,b
WBGene00013762,NA,Y113G7B.12,-0.75944381,0.196110167,0.003193252,daf-18,2,b
WBGene00013766,prmt-1,Y113G7B.17,0.532721625,0.183208294,0.050125571,daf-18,2,b
WBGene00013840,fbxa-151,ZC47.7,-2.073257861,0.352963387,4.89E-07,daf-18,2,b
WBGene00013849,NA,ZC84.6,1.732918996,0.659703649,0.091774053,daf-18,2,b
WBGene00013862,wdr-5.3,ZC302.2,1.070476109,0.296509569,0.007266796,daf-18,2,b
WBGene00013882,msa-1,ZC410.5,-1.184677593,0.202033145,5.12E-07,daf-18,2,b
WBGene00013904,ugt-6,ZC455.4,-1.993985717,0.385571201,1.70E-05,daf-18,2,b
WBGene00013935,NA,ZK218.1,7.012086615,0.855202673,1.11E-13,daf-18,2,b
WBGene00013937,NA,ZK218.3,7.642173096,0.812195731,4.08E-18,daf-18,2,b
WBGene00013939,NA,ZK218.5,6.946846686,0.712709364,1.99E-19,daf-18,2,b
WBGene00013941,NA,ZK218.7,4.668585372,0.949927784,5.40E-05,daf-18,2,b
WBGene00013964,nlp-73,ZK287.3,0.955990808,0.218768044,5.47E-04,daf-18,2,b
WBGene00013980,dos-1,ZK507.4,1.062286732,0.301821907,0.009703697,daf-18,2,b
WBGene00014001,pyk-2,ZK593.1,-0.784651451,0.169920039,1.98E-04,daf-18,2,b
WBGene00014006,NA,ZK596.1,-1.169311528,0.157937544,3.82E-11,daf-18,2,b
WBGene00014009,lips-6,ZK617.2,2.388234268,0.608943692,0.002730923,daf-18,2,b
WBGene00014013,NA,ZK632.4,0.603315058,0.132329132,2.49E-04,daf-18,2,b
WBGene00014029,NA,ZK637.12,-1.991451113,0.723984599,0.071623849,daf-18,2,b
WBGene00014030,glb-1,ZK637.13,-1.129280708,0.300477113,0.004624431,daf-18,2,b
WBGene00014034,NA,ZK643.2,1.208367114,0.368528988,0.019697734,daf-18,2,b
WBGene00014047,clec-61,ZK666.7,-1.871377706,0.44937084,0.001153191,daf-18,2,b
WBGene00014057,NA,ZK673.1,0.721631083,0.170797173,9.29E-04,daf-18,2,b
WBGene00014063,clec-143,ZK673.9,2.121746646,0.425702616,4.03E-05,daf-18,2,b
