wb_id,Term
WBGene00019047,Amanda's DOWN in daf-18
WBGene00002038,Amanda's DOWN in daf-18
WBGene00003743,Amanda's DOWN in daf-18
WBGene00011088,Amanda's DOWN in daf-18
WBGene00022337,Amanda's DOWN in daf-18
WBGene00014697,Amanda's DOWN in daf-18
WBGene00000899,Amanda's DOWN in daf-18
WBGene00012031,Amanda's DOWN in daf-18
WBGene00021336,Amanda's DOWN in daf-18
WBGene00007119,Amanda's DOWN in daf-18
WBGene00022010,Amanda's DOWN in daf-18
WBGene00016265,Amanda's DOWN in daf-18
WBGene00007877,Amanda's DOWN in daf-18
WBGene00045392,Amanda's DOWN in daf-18
WBGene00019339,Amanda's DOWN in daf-18
WBGene00005000,Amanda's DOWN in daf-18
WBGene00016679,Amanda's DOWN in daf-18
WBGene00000419,Amanda's DOWN in daf-18
WBGene00008403,Amanda's DOWN in daf-18
WBGene00017032,Amanda's DOWN in daf-18
WBGene00016089,Amanda's DOWN in daf-18
WBGene00044792,Amanda's DOWN in daf-18
WBGene00015293,Amanda's DOWN in daf-18
WBGene00044082,Amanda's DOWN in daf-18
WBGene00007414,Amanda's DOWN in daf-18
WBGene00001023,Amanda's DOWN in daf-18
WBGene00000545,Amanda's DOWN in daf-18
WBGene00016101,Amanda's DOWN in daf-18
WBGene00015427,Amanda's DOWN in daf-18
WBGene00018684,Amanda's DOWN in daf-18
WBGene00044049,Amanda's DOWN in daf-18
WBGene00012463,Amanda's DOWN in daf-18
WBGene00019859,Amanda's DOWN in daf-18
WBGene00002265,Amanda's DOWN in daf-18
WBGene00206532,Amanda's DOWN in daf-18
WBGene00001581,Amanda's DOWN in daf-18
WBGene00017755,Amanda's DOWN in daf-18
WBGene00004228,Amanda's DOWN in daf-18
WBGene00270322,Amanda's DOWN in daf-18
WBGene00011868,Amanda's DOWN in daf-18
WBGene00019875,Amanda's DOWN in daf-18
WBGene00009478,Amanda's DOWN in daf-18
WBGene00001532,Amanda's DOWN in daf-18
WBGene00003558,Amanda's DOWN in daf-18
WBGene00019265,Amanda's DOWN in daf-18
WBGene00002175,Amanda's DOWN in daf-18
WBGene00002989,Amanda's DOWN in daf-18
WBGene00006762,Amanda's DOWN in daf-18
WBGene00011823,Amanda's DOWN in daf-18
WBGene00016128,Amanda's DOWN in daf-18
WBGene00017970,Amanda's DOWN in daf-18
WBGene00014207,Amanda's DOWN in daf-18
WBGene00009594,Amanda's DOWN in daf-18
WBGene00006477,Amanda's DOWN in daf-18
WBGene00007917,Amanda's DOWN in daf-18
WBGene00020224,Amanda's DOWN in daf-18
WBGene00020575,Amanda's DOWN in daf-18
WBGene00009532,Amanda's DOWN in daf-18
WBGene00019055,Amanda's DOWN in daf-18
WBGene00015057,Amanda's DOWN in daf-18
WBGene00044654,Amanda's DOWN in daf-18
WBGene00017781,Amanda's DOWN in daf-18
WBGene00021287,Amanda's DOWN in daf-18
WBGene00018547,Amanda's DOWN in daf-18
WBGene00018612,Amanda's DOWN in daf-18
WBGene00002250,Amanda's DOWN in daf-18
WBGene00016614,Amanda's DOWN in daf-18
WBGene00002138,Amanda's DOWN in daf-18
WBGene00004182,Amanda's DOWN in daf-18
WBGene00001458,Amanda's DOWN in daf-18
WBGene00003995,Amanda's DOWN in daf-18
WBGene00009836,Amanda's DOWN in daf-18
WBGene00008777,Amanda's DOWN in daf-18
WBGene00017892,Amanda's DOWN in daf-18
WBGene00012027,Amanda's DOWN in daf-18
WBGene00019612,Amanda's DOWN in daf-18
WBGene00194726,Amanda's DOWN in daf-18
WBGene00019732,Amanda's DOWN in daf-18
WBGene00020287,Amanda's DOWN in daf-18
WBGene00023408,Amanda's DOWN in daf-18
WBGene00020321,Amanda's DOWN in daf-18
WBGene00004001,Amanda's DOWN in daf-18
WBGene00018153,Amanda's DOWN in daf-18
WBGene00007219,Amanda's DOWN in daf-18
WBGene00019022,Amanda's DOWN in daf-18
WBGene00010010,Amanda's DOWN in daf-18
WBGene00017034,Amanda's DOWN in daf-18
WBGene00013748,Amanda's DOWN in daf-18
WBGene00015156,Amanda's DOWN in daf-18
WBGene00007075,Amanda's DOWN in daf-18
WBGene00009027,Amanda's DOWN in daf-18
WBGene00006462,Amanda's DOWN in daf-18
WBGene00013439,Amanda's DOWN in daf-18
WBGene00019232,Amanda's DOWN in daf-18
WBGene00010838,Amanda's DOWN in daf-18
WBGene00045418,Amanda's DOWN in daf-18
WBGene00011888,Amanda's DOWN in daf-18
WBGene00009819,Amanda's DOWN in daf-18
WBGene00019998,Amanda's DOWN in daf-18
WBGene00017717,Amanda's DOWN in daf-18
WBGene00008039,Amanda's DOWN in daf-18
WBGene00017070,Amanda's DOWN in daf-18
WBGene00000938,Amanda's DOWN in daf-18
WBGene00003884,Amanda's DOWN in daf-18
WBGene00022191,Amanda's DOWN in daf-18
WBGene00021452,Amanda's DOWN in daf-18
WBGene00044736,Amanda's DOWN in daf-18
WBGene00018349,Amanda's DOWN in daf-18
WBGene00002979,Amanda's DOWN in daf-18
WBGene00006727,Amanda's DOWN in daf-18
WBGene00000907,Amanda's DOWN in daf-18
WBGene00044759,Amanda's DOWN in daf-18
WBGene00018576,Amanda's DOWN in daf-18
WBGene00019227,Amanda's DOWN in daf-18
WBGene00011198,Amanda's DOWN in daf-18
WBGene00002270,Amanda's DOWN in daf-18
WBGene00018321,Amanda's DOWN in daf-18
WBGene00012783,Amanda's DOWN in daf-18
WBGene00017887,Amanda's DOWN in daf-18
WBGene00000421,Amanda's DOWN in daf-18
WBGene00015107,Amanda's DOWN in daf-18
WBGene00020301,Amanda's DOWN in daf-18
WBGene00000069,Amanda's DOWN in daf-18
WBGene00017440,Amanda's DOWN in daf-18
WBGene00020346,Amanda's DOWN in daf-18
WBGene00000789,Amanda's DOWN in daf-18
WBGene00020334,Amanda's DOWN in daf-18
WBGene00021394,Amanda's DOWN in daf-18
WBGene00012564,Amanda's DOWN in daf-18
WBGene00009801,Amanda's DOWN in daf-18
WBGene00010980,Amanda's DOWN in daf-18
WBGene00012184,Amanda's DOWN in daf-18
WBGene00007133,Amanda's DOWN in daf-18
WBGene00018075,Amanda's DOWN in daf-18
WBGene00004114,Amanda's DOWN in daf-18
WBGene00015219,Amanda's DOWN in daf-18
WBGene00003756,Amanda's DOWN in daf-18
WBGene00009652,Amanda's DOWN in daf-18
WBGene00013819,Amanda's DOWN in daf-18
WBGene00004236,Amanda's DOWN in daf-18
WBGene00018486,Amanda's DOWN in daf-18
WBGene00004036,Amanda's DOWN in daf-18
WBGene00006055,Amanda's DOWN in daf-18
WBGene00000212,Amanda's DOWN in daf-18
WBGene00001811,Amanda's DOWN in daf-18
WBGene00006470,Amanda's DOWN in daf-18
WBGene00014200,Amanda's DOWN in daf-18
WBGene00012152,Amanda's DOWN in daf-18
WBGene00017475,Amanda's DOWN in daf-18
WBGene00019733,Amanda's DOWN in daf-18
WBGene00012244,Amanda's DOWN in daf-18
WBGene00005160,Amanda's DOWN in daf-18
WBGene00011580,Amanda's DOWN in daf-18
WBGene00003497,Amanda's DOWN in daf-18
WBGene00013480,Amanda's DOWN in daf-18
WBGene00002217,Amanda's DOWN in daf-18
WBGene00010994,Amanda's DOWN in daf-18
WBGene00004929,Amanda's DOWN in daf-18
WBGene00005032,Amanda's DOWN in daf-18
WBGene00004300,Amanda's DOWN in daf-18
WBGene00015601,Amanda's DOWN in daf-18
WBGene00000745,Amanda's DOWN in daf-18
WBGene00019008,Amanda's DOWN in daf-18
WBGene00011799,Amanda's DOWN in daf-18
WBGene00010043,Amanda's DOWN in daf-18
WBGene00044301,Amanda's DOWN in daf-18
WBGene00021319,Amanda's DOWN in daf-18
WBGene00022549,Amanda's DOWN in daf-18
WBGene00004751,Amanda's DOWN in daf-18
WBGene00018317,Amanda's DOWN in daf-18
WBGene00016488,Amanda's DOWN in daf-18
WBGene00000219,Amanda's DOWN in daf-18
WBGene00001843,Amanda's DOWN in daf-18
WBGene00009679,Amanda's DOWN in daf-18
WBGene00016937,Amanda's DOWN in daf-18
WBGene00010762,Amanda's DOWN in daf-18
WBGene00014090,Amanda's DOWN in daf-18
WBGene00011920,Amanda's DOWN in daf-18
WBGene00020207,Amanda's DOWN in daf-18
WBGene00000813,Amanda's DOWN in daf-18
WBGene00019407,Amanda's DOWN in daf-18
WBGene00013701,Amanda's DOWN in daf-18
WBGene00002253,Amanda's DOWN in daf-18
WBGene00018213,Amanda's DOWN in daf-18
WBGene00015492,Amanda's DOWN in daf-18
WBGene00195086,Amanda's DOWN in daf-18
WBGene00008476,Amanda's DOWN in daf-18
WBGene00018731,Amanda's DOWN in daf-18
WBGene00007142,Amanda's DOWN in daf-18
WBGene00022396,Amanda's DOWN in daf-18
WBGene00010082,Amanda's DOWN in daf-18
WBGene00007904,Amanda's DOWN in daf-18
WBGene00010242,Amanda's DOWN in daf-18
WBGene00019895,Amanda's DOWN in daf-18
WBGene00001991,Amanda's DOWN in daf-18
WBGene00019792,Amanda's DOWN in daf-18
WBGene00019564,Amanda's DOWN in daf-18
WBGene00010282,Amanda's DOWN in daf-18
WBGene00001854,Amanda's DOWN in daf-18
WBGene00011045,Amanda's DOWN in daf-18
WBGene00001649,Amanda's DOWN in daf-18
WBGene00001773,Amanda's DOWN in daf-18
WBGene00015328,Amanda's DOWN in daf-18
WBGene00017907,Amanda's DOWN in daf-18
WBGene00020790,Amanda's DOWN in daf-18
WBGene00015378,Amanda's DOWN in daf-18
WBGene00010204,Amanda's DOWN in daf-18
WBGene00003370,Amanda's DOWN in daf-18
WBGene00016120,Amanda's DOWN in daf-18
WBGene00018266,Amanda's DOWN in daf-18
WBGene00018867,Amanda's DOWN in daf-18
WBGene00007758,Amanda's DOWN in daf-18
WBGene00000840,Amanda's DOWN in daf-18
WBGene00019001,Amanda's DOWN in daf-18
WBGene00000490,Amanda's DOWN in daf-18
WBGene00017332,Amanda's DOWN in daf-18
WBGene00016842,Amanda's DOWN in daf-18
WBGene00019068,Amanda's DOWN in daf-18
WBGene00044442,Amanda's DOWN in daf-18
WBGene00002232,Amanda's DOWN in daf-18
WBGene00018024,Amanda's DOWN in daf-18
WBGene00021528,Amanda's DOWN in daf-18
WBGene00015088,Amanda's DOWN in daf-18
WBGene00044514,Amanda's DOWN in daf-18
WBGene00008585,Amanda's DOWN in daf-18
WBGene00018656,Amanda's DOWN in daf-18
WBGene00003716,Amanda's DOWN in daf-18
WBGene00017336,Amanda's DOWN in daf-18
WBGene00017378,Amanda's DOWN in daf-18
WBGene00022522,Amanda's DOWN in daf-18
WBGene00009490,Amanda's DOWN in daf-18
WBGene00175031,Amanda's DOWN in daf-18
WBGene00003634,Amanda's DOWN in daf-18
WBGene00000516,Amanda's DOWN in daf-18
WBGene00007091,Amanda's DOWN in daf-18
WBGene00013244,Amanda's DOWN in daf-18
WBGene00013295,Amanda's DOWN in daf-18
WBGene00018076,Amanda's DOWN in daf-18
WBGene00022199,Amanda's DOWN in daf-18
WBGene00017138,Amanda's DOWN in daf-18
WBGene00018348,Amanda's DOWN in daf-18
WBGene00021339,Amanda's DOWN in daf-18
WBGene00009886,Amanda's DOWN in daf-18
WBGene00022485,Amanda's DOWN in daf-18
WBGene00017501,Amanda's DOWN in daf-18
WBGene00018265,Amanda's DOWN in daf-18
WBGene00020747,Amanda's DOWN in daf-18
WBGene00015495,Amanda's DOWN in daf-18
WBGene00012906,Amanda's DOWN in daf-18
WBGene00018069,Amanda's DOWN in daf-18
WBGene00021066,Amanda's DOWN in daf-18
WBGene00004457,Amanda's DOWN in daf-18
WBGene00016226,Amanda's DOWN in daf-18
WBGene00003001,Amanda's DOWN in daf-18
WBGene00004055,Amanda's DOWN in daf-18
WBGene00010730,Amanda's DOWN in daf-18
WBGene00009293,Amanda's DOWN in daf-18
WBGene00016914,Amanda's DOWN in daf-18
WBGene00012020,Amanda's DOWN in daf-18
WBGene00195214,Amanda's DOWN in daf-18
WBGene00009742,Amanda's DOWN in daf-18
WBGene00017120,Amanda's DOWN in daf-18
WBGene00021977,Amanda's DOWN in daf-18
WBGene00008434,Amanda's DOWN in daf-18
WBGene00006628,Amanda's DOWN in daf-18
WBGene00003124,Amanda's DOWN in daf-18
WBGene00007339,Amanda's DOWN in daf-18
WBGene00015759,Amanda's DOWN in daf-18
WBGene00009452,Amanda's DOWN in daf-18
WBGene00020647,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00006439,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00017397,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00017647,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004946,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00009385,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00019804,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010988,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000506,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013139,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008164,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00009065,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00017360,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00016764,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00021238,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012920,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00021945,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00009661,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00006935,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00019241,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00020392,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00020466,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00015283,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004755,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000473,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00001571,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011038,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012037,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00021421,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011030,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00044916,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011589,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000877,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004437,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000879,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000974,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00017738,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010037,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008948,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00022168,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00007637,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013350,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00017733,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010785,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00003087,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013598,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00020068,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00009400,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00020064,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013590,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013591,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00005022,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011921,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00005024,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00045357,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011638,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00003159,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00045190,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00003155,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00003154,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013857,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00003156,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00014205,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00007709,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00022719,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00006795,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010551,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000158,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00022488,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000155,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000099,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000098,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000257,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000250,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011815,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00019467,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010139,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011951,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00006725,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00015130,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012602,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012977,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00007927,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012972,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00006574,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00006575,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00007419,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00007554,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013038,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00018762,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008338,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00021648,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00021867,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00020112,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004403,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004874,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00017696,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00001829,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00016352,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004975,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00021467,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00001002,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00006379,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004978,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013009,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008502,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008053,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004086,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008117,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008118,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00015525,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00022124,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012550,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004700,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004702,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013553,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013554,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00015310,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00018613,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010771,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00004888,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00008476,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00022236,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00022232,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010678,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00007008,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00010459,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00002231,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00005082,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00013739,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00003220,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00014096,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011886,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00000197,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00044188,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00018955,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012030,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00195093,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00011912,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00012094,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
WBGene00018422,"Bound by DREAM (DP, Retinoblastoma [Rb]-like, E2F, and MuvB) complex (L3)"
